#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2023-09-04T10:00:48 [V7.32.4]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	protocol=ASU	
#INFO	request_date=2023-09-04T10:00:49	
#INFO	request_post=https://vizier.cds.unistra.fr//viz-bin/asu-tsv	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/AJ/159/57&tab:{J/AJ/159/57/table9}&key:source=J/AJ/159/57/table9&HTTPPRM:&
#-source=J/AJ/159/57/table9
#-order=I
#-out=Mb/M*
#-out=Perb
#-out=ecoswb
#-out=esinwb
#-out=T0b
#-out=Mc/M*
#-out=Perc
#-out=ecoswc
#-out=esinwc
#-out=T0c
#-out=Md/M*
#-out=Perd
#-out=ecoswd
#-out=esinwd
#-out=T0d
#
#INFO	contact=cds-question@unistra.fr	
#INFO	version=7.32.4	
#INFO	-out.max=unlimited	
#
#RESOURCE=yCat_51590057
#Name: J/AJ/159/57
#Title: HST spectroscopic LCs of Kepler 51b & 51d (Libby-Roberts+, 2020)
#INFO	ivoid=ivo://cds.vizier/j/aj/159/57	
#INFO	publisher=CDS	
#INFO	creator=Libby-Roberts J.E.	
#INFO	related_resource=bibcode:2020AJ....159...57L	
#INFO	landing_page=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/159/57	
#INFO	publication_id=doi:10.26093/cds/vizier.51590057	
#INFO	publication_date=2022-05-11	
#INFO	curation_level=RESEARCH	
#INFO	rights=https://cds.unistra.fr/vizier-org/licences_vizier.html	
#Table	J_AJ_159_57_table9:
#Name: J/AJ/159/57/table9
#Title: *Markov Chain Monte Carlo (MCMC) samples from our transit timing variations (TTV) analysis
#Column	Mb/M*	(D14.7)	Planet "b" to star mass ratio	[ucd=phys.mass;arith.ratio]
#Column	Perb	(D14.7)	[45.1528/45.156] Orbital period, planet "b"	[ucd=time.period]
#Column	ecoswb	(D13.6)	[-0.21/0.03] Sqrt(e_b_)Cos({omega}_b_), planet "b" (1)	[ucd=src.orbital]
#Column	esinwb	(D13.6)	[-0.3/0.05] Sqrt(e_b_)Sin({omega}_b_), planet "b" (1)	[ucd=src.orbital]
#Column	T0b	(D14.7)	[159.1/159.2] Time, first inferior conjunction, planet "b" (2)	[ucd=time.epoch]
#Column	Mc/M*	(D14.7)	Planet "c" to star mass ratio	[ucd=phys.mass;arith.ratio]
#Column	Perc	(D14.7)	[85.3/85.321] Orbital period, planet "c"	[ucd=time.period]
#Column	ecoswc	(D13.6)	[-0.173/0.235] Sqrt(e_c_)Cos({omega}_c_), planet "c" (1)	[ucd=src.orbital]
#Column	esinwc	(D13.6)	[-0.312/0.19] Sqrt(e_c_)Sin({omega}_c_), planet "c" (1)	[ucd=src.orbital]
#Column	T0c	(D14.7)	[295.309/295.332] Time, first inferior conjunction, planet "c" (2)	[ucd=time.epoch]
#Column	Md/M*	(D14.7)	Planet "d" to star mass ratio	[ucd=phys.mass;arith.ratio]
#Column	Perd	(D14.7)	[130.1819/130.188] Orbital Period, planet "d"	[ucd=time.period]
#Column	ecoswd	(D13.6)	[-0.17/0.21] Sqrt(e_d_)Cos({omega}_d_), planet "d" (1)	[ucd=src.orbital]
#Column	esinwd	(D13.6)	[-0.282/0.17] Sqrt(e_d_)Sin({omega}_d_), planet "d" (1)	[ucd=src.orbital]
#Column	T0d	(D14.7)	[212.021/212.0261] Time, first inferior conjunction, planet "d" (2)	[ucd=time.epoch]
Mb/M*|Perb|ecoswb|esinwb|T0b|Mc/M*|Perc|ecoswc|esinwc|T0c|Md/M*|Perd|ecoswd|esinwd|T0d
 9.7938626e-06| 4.5154057e+01|-1.071680e-01|-1.692580e-01| 1.5911168e+02| 1.1770121e-05| 8.5313043e+01| 3.316700e-02|-6.047100e-02| 2.9532185e+02| 1.8700119e-05| 1.3018435e+02|-3.083700e-02|-5.771600e-02| 2.1202350e+02
 5.7096736e-06| 4.5154579e+01|-3.276500e-02|-1.634070e-01| 1.5911095e+02| 1.3345878e-05| 8.5312271e+01| 6.074800e-02|-2.049600e-02| 2.9532058e+02| 1.7308664e-05| 1.3018370e+02| 8.068000e-03|-4.520000e-03| 2.1202405e+02
 1.5452507e-05| 4.5153926e+01|-1.194300e-01|-7.503200e-02| 1.5910988e+02| 1.5391994e-05| 8.5315677e+01| 1.195480e-01|-1.390000e-02| 2.9532045e+02| 1.7381960e-05| 1.3018509e+02| 9.366000e-02|-7.820000e-04| 2.1202356e+02
 1.7962123e-05| 4.5153802e+01|-1.233670e-01|-9.562000e-02| 1.5911089e+02| 1.4787247e-05| 8.5314433e+01| 8.489500e-02| 3.713900e-02| 2.9532212e+02| 2.4398475e-05| 1.3018523e+02| 4.393000e-02| 5.477700e-02| 2.1202313e+02
 1.6010715e-05| 4.5154090e+01|-1.094440e-01|-4.784000e-02| 1.5911182e+02| 1.7821892e-05| 8.5314752e+01| 3.887800e-02| 1.135690e-01| 2.9531613e+02| 2.0718119e-05| 1.3018513e+02| 1.024000e-02| 1.157520e-01| 2.1202281e+02
 1.1258094e-05| 4.5153892e+01|-1.429500e-01|-9.748400e-02| 1.5911016e+02| 1.3250070e-05| 8.5313462e+01| 3.505900e-02| 1.041750e-01| 2.9532190e+02| 2.0455317e-05| 1.3018431e+02|-8.940000e-04| 1.009320e-01| 2.1202397e+02
 1.3020269e-06| 4.5153999e+01|-1.313070e-01|-1.345520e-01| 1.5911075e+02| 1.2554754e-05| 8.5312096e+01| 4.629500e-02| 5.032400e-02| 2.9532032e+02| 1.5627615e-05| 1.3018330e+02|-1.785100e-02| 5.787500e-02| 2.1202301e+02
 1.3463223e-05| 4.5154026e+01|-1.349970e-01|-8.102000e-02| 1.5911061e+02| 1.4351643e-05| 8.5313973e+01| 3.913000e-03| 1.060960e-01| 2.9531978e+02| 1.9527103e-05| 1.3018495e+02|-2.862100e-02| 9.868800e-02| 2.1202337e+02
 8.8294335e-06| 4.5154090e+01|-1.209730e-01|-1.461800e-01| 1.5910965e+02| 1.2509519e-05| 8.5314382e+01| 6.847400e-02|-9.497000e-03| 2.9531880e+02| 1.5943294e-05| 1.3018422e+02| 2.032800e-02|-7.788000e-03| 2.1202419e+02
 1.0081369e-05| 4.5154118e+01|-1.130520e-01|-1.257120e-01| 1.5911049e+02| 1.2808459e-05| 8.5313948e+01| 7.757300e-02|-2.242300e-02| 2.9531865e+02| 1.6662830e-05| 1.3018486e+02| 3.413400e-02|-3.292400e-02| 2.1202223e+02
 1.3880103e-05| 4.5154043e+01|-1.254190e-01|-9.118000e-02| 1.5911169e+02| 1.4604099e-05| 8.5316127e+01| 6.915300e-02|-2.518500e-02| 2.9531712e+02| 1.4650328e-05| 1.3018489e+02| 2.971400e-02|-1.592000e-03| 2.1202330e+02
 3.6297024e-06| 4.5153936e+01|-1.175310e-01|-1.052100e-01| 1.5911108e+02| 1.5524810e-05| 8.5311604e+01| 7.944300e-02|-7.876000e-03| 2.9532178e+02| 1.9158197e-05| 1.3018444e+02| 4.650300e-02| 1.059700e-02| 2.1202244e+02
 5.8881662e-06| 4.5154217e+01|-9.927500e-02|-1.267910e-01| 1.5911070e+02| 1.4476040e-05| 8.5313009e+01| 4.164100e-02|-6.194400e-02| 2.9531994e+02| 1.6339480e-05| 1.3018402e+02|-1.039100e-02|-4.779600e-02| 2.1202300e+02
 1.4470805e-05| 4.5154098e+01|-1.117650e-01|-1.462510e-01| 1.5911085e+02| 1.2205043e-05| 8.5315020e+01| 5.030700e-02|-2.427600e-02| 2.9531876e+02| 1.8698797e-05| 1.3018443e+02|-3.903900e-02|-1.439900e-02| 2.1202455e+02
 1.3936580e-05| 4.5154394e+01|-4.061300e-02|-1.564040e-01| 1.5911101e+02| 1.3149914e-05| 8.5311407e+01| 6.154200e-02| 1.099200e-02| 2.9531651e+02| 2.3690761e-05| 1.3018514e+02|-1.038400e-02| 1.250800e-02| 2.1202334e+02
 8.8983029e-06| 4.5154021e+01|-1.354200e-01|-9.310900e-02| 1.5910986e+02| 1.4014460e-05| 8.5313548e+01| 5.586500e-02|-9.712000e-03| 2.9532170e+02| 1.7326973e-05| 1.3018466e+02|-2.241500e-02| 1.248200e-02| 2.1202371e+02
 1.7367297e-05| 4.5154050e+01|-1.139150e-01|-9.851400e-02| 1.5911112e+02| 1.5376769e-05| 8.5314133e+01| 2.238600e-02|-2.524300e-02| 2.9532156e+02| 2.3167732e-05| 1.3018488e+02|-4.730600e-02| 2.170000e-02| 2.1202420e+02
 1.0206853e-05| 4.5154904e+01|-1.411500e-02|-1.523020e-01| 1.5910951e+02| 1.2703921e-05| 8.5313883e+01|-1.882300e-02| 2.462300e-02| 2.9531718e+02| 1.2808435e-05| 1.3018350e+02|-5.986600e-02| 3.168200e-02| 2.1202526e+02
 4.2566026e-06| 4.5154512e+01|-4.922000e-02|-1.217220e-01| 1.5911047e+02| 1.4115893e-05| 8.5310155e+01| 2.507300e-02| 1.546000e-03| 2.9532315e+02| 2.2374335e-05| 1.3018406e+02|-5.131200e-02| 1.573100e-02| 2.1202287e+02
 1.2554283e-05| 4.5154436e+01|-7.274000e-02|-1.232490e-01| 1.5911062e+02| 1.4703249e-05| 8.5312333e+01|-5.079600e-02|-6.682600e-02| 2.9531837e+02| 2.2034914e-05| 1.3018472e+02|-7.678800e-02|-3.636800e-02| 2.1202373e+02
 1.3285051e-05| 4.5154355e+01|-1.081930e-01|-8.152000e-02| 1.5911065e+02| 1.5609501e-05| 8.5314248e+01|-5.793100e-02| 1.381800e-02| 2.9531444e+02| 1.8807603e-05| 1.3018510e+02|-7.155900e-02| 3.005100e-02| 2.1202402e+02
 2.6687724e-06| 4.5154533e+01|-7.059100e-02|-4.778400e-02| 1.5910985e+02| 1.7636155e-05| 8.5310969e+01| 4.482700e-02| 3.040300e-02| 2.9532014e+02| 2.1246296e-05| 1.3018434e+02|-5.601000e-03| 5.660900e-02| 2.1202356e+02
 1.4685832e-05| 4.5154398e+01|-8.045100e-02|-1.202590e-01| 1.5910991e+02| 1.3769747e-05| 8.5313048e+01| 3.275500e-02| 3.057000e-03| 2.9531963e+02| 1.9804845e-05| 1.3018512e+02|-4.810100e-02| 1.063200e-02| 2.1202436e+02
 6.5980220e-06| 4.5154017e+01|-9.442300e-02|-1.415590e-01| 1.5911069e+02| 1.4769229e-05| 8.5312569e+01| 6.817700e-02|-8.064900e-02| 2.9532014e+02| 2.0872939e-05| 1.3018410e+02| 3.209000e-02|-7.191400e-02| 2.1202191e+02
 8.1541086e-06| 4.5154519e+01|-4.730900e-02|-2.100290e-01| 1.5911044e+02| 1.1265318e-05| 8.5311688e+01|-2.414400e-02|-1.492730e-01| 2.9531957e+02| 1.8762702e-05| 1.3018411e+02|-4.866900e-02|-1.331450e-01| 2.1202354e+02
 1.3453966e-05| 4.5154367e+01|-7.522000e-02|-1.624990e-01| 1.5911014e+02| 1.2944555e-05| 8.5315693e+01| 8.254100e-02| 9.410000e-04| 2.9531702e+02| 1.3287079e-05| 1.3018496e+02| 4.249000e-02| 8.822000e-03| 2.1202198e+02
 1.5457826e-05| 4.5154341e+01|-1.047680e-01|-1.154990e-01| 1.5911017e+02| 1.3193863e-05| 8.5314278e+01| 8.555000e-03|-7.440300e-02| 2.9531992e+02| 1.5921423e-05| 1.3018547e+02|-3.578400e-02|-6.198000e-02| 2.1202387e+02
 1.2421848e-05| 4.5153901e+01|-1.198360e-01|-9.039300e-02| 1.5911095e+02| 1.5803996e-05| 8.5312502e+01| 5.322200e-02|-3.242800e-02| 2.9532077e+02| 2.5710089e-05| 1.3018466e+02| 7.360000e-03| 3.596000e-03| 2.1202439e+02
 1.0545244e-05| 4.5153699e+01|-1.137680e-01|-1.491940e-01| 1.5911048e+02| 1.1946938e-05| 8.5315205e+01| 1.635610e-01|-1.367200e-02| 2.9532418e+02| 1.7451022e-05| 1.3018374e+02| 1.334510e-01|-1.368200e-02| 2.1202400e+02
 1.4386673e-05| 4.5154156e+01|-5.212500e-02|-2.006940e-01| 1.5911026e+02| 1.1319725e-05| 8.5317827e+01| 1.772340e-01|-4.234800e-02| 2.9531781e+02| 1.0603719e-05| 1.3018399e+02| 1.450190e-01|-4.097000e-02| 2.1202311e+02
 8.2674982e-06| 4.5154001e+01|-1.332670e-01|-9.207100e-02| 1.5911063e+02| 1.4466820e-05| 8.5313305e+01| 5.990900e-02|-2.866500e-02| 2.9532383e+02| 1.7241326e-05| 1.3018433e+02| 9.950000e-03|-1.611900e-02| 2.1202379e+02
 7.8755917e-06| 4.5154313e+01|-7.444900e-02|-1.960030e-01| 1.5911128e+02| 1.1245477e-05| 8.5312908e+01| 6.715000e-02| 1.670100e-02| 2.9532052e+02| 1.6278609e-05| 1.3018385e+02|-1.012400e-02| 2.438600e-02| 2.1202371e+02
 2.0001470e-05| 4.5154480e+01|-7.426400e-02|-1.531380e-01| 1.5911094e+02| 1.2508270e-05| 8.5314802e+01|-6.470900e-02|-2.006500e-02| 2.9531483e+02| 1.7453710e-05| 1.3018558e+02|-8.538400e-02|-1.173900e-02| 2.1202294e+02
 1.9156206e-05| 4.5154841e+01|-2.584300e-02|-1.474250e-01| 1.5910894e+02| 1.3572359e-05| 8.5313082e+01|-7.032300e-02|-2.282800e-02| 2.9531605e+02| 1.8029812e-05| 1.3018530e+02|-8.702500e-02|-5.774000e-03| 2.1202336e+02
 1.2035528e-05| 4.5154004e+01|-1.229520e-01|-1.501080e-01| 1.5910967e+02| 1.1510304e-05| 8.5315248e+01| 8.732000e-02|-9.703000e-02| 2.9532213e+02| 1.6347905e-05| 1.3018379e+02| 5.089900e-02|-9.344400e-02| 2.1202501e+02
 1.6894844e-05| 4.5154228e+01|-9.109000e-02|-1.533130e-01| 1.5911101e+02| 1.3879250e-05| 8.5314432e+01|-1.805600e-02|-1.050440e-01| 2.9531480e+02| 1.9828918e-05| 1.3018551e+02|-4.660900e-02|-8.638500e-02| 2.1202347e+02
 1.5435634e-05| 4.5154098e+01|-9.738800e-02|-1.628650e-01| 1.5911074e+02| 1.3246901e-05| 8.5317790e+01| 1.071270e-01|-7.806700e-02| 2.9532004e+02| 1.0669795e-05| 1.3018529e+02| 7.236700e-02|-7.768800e-02| 2.1202213e+02
 1.3821641e-05| 4.5153963e+01|-1.027820e-01|-1.410750e-01| 1.5911082e+02| 1.3273572e-05| 8.5316065e+01| 1.204140e-01|-2.155100e-02| 2.9531795e+02| 1.6571789e-05| 1.3018472e+02| 8.999200e-02|-1.917200e-02| 2.1202332e+02
 2.7617133e-05| 4.5154086e+01|-1.203990e-01|-8.500400e-02| 1.5911073e+02| 1.4608862e-05| 8.5317953e+01| 6.747500e-02|-4.438400e-02| 2.9532012e+02| 1.7880057e-05| 1.3018643e+02| 2.342700e-02|-4.023900e-02| 2.1202302e+02
 5.9145726e-06| 4.5154438e+01|-9.505600e-02|-1.430480e-01| 1.5910962e+02| 1.2070858e-05| 8.5313028e+01|-7.904000e-03| 5.157600e-02| 2.9532042e+02| 1.4754308e-05| 1.3018399e+02|-5.785100e-02| 3.466000e-02| 2.1202362e+02
 1.7421753e-05| 4.5154325e+01|-6.847700e-02|-1.276870e-01| 1.5911111e+02| 1.4888773e-05| 8.5312568e+01|-2.558600e-02| 2.568800e-02| 2.9532338e+02| 2.3976005e-05| 1.3018451e+02|-5.860500e-02| 3.844300e-02| 2.1202403e+02
 6.3022412e-06| 4.5154204e+01|-1.003710e-01|-1.990410e-01| 1.5910992e+02| 1.0564974e-05| 8.5313286e+01| 4.251700e-02|-1.102870e-01| 2.9532039e+02| 1.5036537e-05| 1.3018367e+02|-1.660000e-04|-1.066570e-01| 2.1202379e+02
 1.7174935e-05| 4.5153897e+01|-1.304740e-01|-8.365400e-02| 1.5911095e+02| 1.4699447e-05| 8.5314461e+01| 5.661300e-02|-2.788300e-02| 2.9532010e+02| 2.2860710e-05| 1.3018541e+02|-4.015000e-03|-2.093400e-02| 2.1202354e+02
 6.3588144e-06| 4.5154287e+01|-1.090420e-01|-2.408120e-01| 1.5910957e+02| 9.8762895e-06| 8.5314874e+01|-1.532000e-03|-2.074980e-01| 2.9532019e+02| 1.0281706e-05| 1.3018389e+02|-2.494300e-02|-1.900570e-01| 2.1202331e+02
 1.2649489e-05| 4.5154274e+01|-8.476000e-02|-1.425860e-01| 1.5911117e+02| 1.4327549e-05| 8.5312322e+01|-5.868600e-02|-6.450800e-02| 2.9531811e+02| 2.1474502e-05| 1.3018532e+02|-8.045300e-02|-4.208700e-02| 2.1202232e+02
 2.0554998e-05| 4.5154523e+01|-8.777100e-02|-1.130850e-01| 1.5910926e+02| 1.2392946e-05| 8.5315366e+01| 1.000800e-02|-6.207800e-02| 2.9531922e+02| 1.4824550e-05| 1.3018552e+02|-5.041200e-02|-4.577200e-02| 2.1202353e+02
 1.5427251e-05| 4.5154165e+01|-8.621900e-02|-1.333090e-01| 1.5910960e+02| 1.4118301e-05| 8.5314765e+01| 8.860600e-02|-7.235500e-02| 2.9532051e+02| 1.9511101e-05| 1.3018441e+02| 5.950200e-02|-6.086900e-02| 2.1202396e+02
 1.3829248e-05| 4.5154199e+01|-2.992200e-02|-1.744390e-01| 1.5911050e+02| 1.2442800e-05| 8.5315856e+01| 1.591790e-01|-1.125910e-01| 2.9531986e+02| 1.4365408e-05| 1.3018411e+02| 1.293020e-01|-1.054490e-01| 2.1202357e+02
 8.1805811e-06| 4.5153844e+01|-7.807600e-02|-2.051250e-01| 1.5911019e+02| 1.1953786e-05| 8.5313710e+01| 1.203070e-01|-1.693210e-01| 2.9532218e+02| 1.9464770e-05| 1.3018352e+02| 9.152200e-02|-1.569370e-01| 2.1202363e+02
 1.4472325e-05| 4.5154213e+01|-1.100720e-01|-1.068910e-01| 1.5911041e+02| 1.5413141e-05| 8.5315013e+01| 2.379600e-02|-5.228900e-02| 2.9531924e+02| 1.6541958e-05| 1.3018488e+02|-4.062900e-02|-1.512800e-02| 2.1202397e+02
 1.1807145e-05| 4.5154415e+01|-5.893300e-02|-1.035320e-01| 1.5910959e+02| 1.4318725e-05| 8.5312156e+01| 8.505700e-02|-5.433800e-02| 2.9532328e+02| 2.0972651e-05| 1.3018468e+02| 5.374600e-02|-4.961200e-02| 2.1202337e+02
 9.3305458e-06| 4.5154248e+01|-8.067400e-02|-1.980900e-01| 1.5911069e+02| 1.0707359e-05| 8.5314223e+01| 9.467900e-02|-7.838800e-02| 2.9532099e+02| 1.3987747e-05| 1.3018404e+02| 5.141500e-02|-8.635700e-02| 2.1202385e+02
 6.2108790e-06| 4.5154147e+01|-1.136620e-01|-1.395780e-01| 1.5911091e+02| 1.3005144e-05| 8.5313085e+01| 4.957100e-02| 7.917000e-03| 2.9532396e+02| 1.5598656e-05| 1.3018386e+02|-3.354500e-02| 2.830300e-02| 2.1202309e+02
 1.5171594e-05| 4.5154492e+01|-5.822100e-02|-1.208140e-01| 1.5911030e+02| 1.4926617e-05| 8.5313394e+01| 3.993500e-02| 3.092700e-02| 2.9531694e+02| 1.9567040e-05| 1.3018551e+02|-3.024100e-02| 4.006900e-02| 2.1202253e+02
 1.1975798e-05| 4.5153956e+01|-1.401870e-01|-1.010810e-01| 1.5911044e+02| 1.3115227e-05| 8.5315148e+01| 7.448700e-02| 1.078100e-02| 2.9531957e+02| 1.5734052e-05| 1.3018501e+02| 3.169600e-02| 2.105000e-02| 2.1202306e+02
 4.5733355e-06| 4.5154072e+01|-1.259540e-01|-1.495090e-01| 1.5910992e+02| 1.1758327e-05| 8.5312701e+01| 6.325900e-02| 4.163000e-03| 2.9532096e+02| 1.6147718e-05| 1.3018358e+02|-2.266500e-02| 1.126500e-02| 2.1202366e+02
 1.1472199e-05| 4.5154142e+01|-8.487400e-02|-1.256300e-01| 1.5911065e+02| 1.5107566e-05| 8.5315083e+01| 1.146170e-01| 3.048900e-02| 2.9532184e+02| 1.5405185e-05| 1.3018429e+02| 8.345800e-02| 4.719600e-02| 2.1202362e+02
 5.8406605e-06| 4.5153883e+01|-8.932700e-02|-1.578850e-01| 1.5910917e+02| 1.3823800e-05| 8.5312586e+01| 1.208380e-01|-1.688300e-01| 2.9532491e+02| 1.9234449e-05| 1.3018355e+02| 9.588200e-02|-1.532820e-01| 2.1202352e+02
 1.4073850e-05| 4.5154246e+01|-1.129470e-01|-1.512630e-01| 1.5911033e+02| 1.1256457e-05| 8.5315340e+01| 3.423800e-02|-5.465400e-02| 2.9531921e+02| 1.4773437e-05| 1.3018471e+02|-3.323300e-02|-5.368800e-02| 2.1202429e+02
 1.5104271e-05| 4.5154337e+01|-1.039780e-01|-1.399590e-01| 1.5911054e+02| 1.2567555e-05| 8.5314426e+01|-5.674700e-02| 3.907600e-02| 2.9531909e+02| 1.6019128e-05| 1.3018516e+02|-8.105700e-02| 2.723700e-02| 2.1202345e+02
 1.1264825e-05| 4.5153944e+01|-1.426080e-01|-1.145800e-01| 1.5911108e+02| 1.3750092e-05| 8.5314948e+01|-2.869500e-02| 5.988200e-02| 2.9531846e+02| 1.7071072e-05| 1.3018454e+02|-6.102600e-02| 5.403300e-02| 2.1202346e+02
 6.6296754e-06| 4.5154282e+01|-1.072920e-01|-8.880500e-02| 1.5911052e+02| 1.5381124e-05| 8.5311991e+01|-3.328800e-02|-7.352000e-03| 2.9532070e+02| 1.8791706e-05| 1.3018493e+02|-6.227200e-02| 9.990000e-03| 2.1202245e+02
 1.4604655e-05| 4.5154126e+01|-1.385400e-01|-1.333960e-01| 1.5910977e+02| 1.1967956e-05| 8.5315965e+01|-2.880000e-02|-9.105700e-02| 2.9531887e+02| 1.5289600e-05| 1.3018499e+02|-6.431100e-02|-7.271000e-02| 2.1202307e+02
 6.0942997e-06| 4.5153686e+01|-8.618000e-02|-1.437410e-01| 1.5911024e+02| 1.3766272e-05| 8.5312842e+01| 1.506830e-01|-1.423090e-01| 2.9532332e+02| 2.1373973e-05| 1.3018320e+02| 1.232640e-01|-1.294070e-01| 2.1202268e+02
 1.3147484e-05| 4.5153758e+01|-7.619700e-02|-1.428000e-01| 1.5911113e+02| 1.4718666e-05| 8.5314981e+01| 1.567870e-01|-4.428900e-02| 2.9532281e+02| 2.1063367e-05| 1.3018390e+02| 1.318490e-01|-3.172200e-02| 2.1202411e+02
 5.8289169e-06| 4.5154091e+01|-1.166640e-01|-1.367790e-01| 1.5911062e+02| 1.2574727e-05| 8.5312624e+01| 6.648400e-02| 1.849200e-02| 2.9532082e+02| 1.7145200e-05| 1.3018424e+02|-4.165000e-03| 3.070300e-02| 2.1202191e+02
 1.5106731e-05| 4.5154193e+01|-1.092290e-01|-1.363090e-01| 1.5911068e+02| 1.3618195e-05| 8.5316751e+01| 5.666700e-02|-2.730800e-02| 2.9531410e+02| 1.3158290e-05| 1.3018466e+02|-2.094800e-02| 2.613000e-03| 2.1202343e+02
 1.2624425e-05| 4.5154380e+01|-6.034800e-02|-1.387300e-01| 1.5911155e+02| 1.5504275e-05| 8.5313603e+01| 5.749200e-02|-2.426500e-02| 2.9531674e+02| 1.7782802e-05| 1.3018496e+02| 4.025000e-03| 1.214000e-02| 2.1202280e+02
 1.1451040e-05| 4.5154152e+01|-1.109530e-01|-1.704310e-01| 1.5911115e+02| 1.2429128e-05| 8.5316396e+01| 7.514500e-02| 3.126000e-03| 2.9531611e+02| 1.0909924e-05| 1.3018461e+02| 2.909700e-02| 1.215500e-02| 2.1202327e+02
 7.1207231e-06| 4.5153984e+01|-8.617000e-02|-1.718060e-01| 1.5911013e+02| 1.1843874e-05| 8.5313837e+01| 1.326740e-01|-1.117440e-01| 2.9532229e+02| 1.6218152e-05| 1.3018362e+02| 1.008340e-01|-1.080140e-01| 2.1202315e+02
 8.1221728e-06| 4.5154623e+01|-2.573400e-02|-1.786930e-01| 1.5911083e+02| 1.2530381e-05| 8.5312937e+01| 7.450900e-02| 3.461000e-03| 2.9531826e+02| 1.6013202e-05| 1.3018396e+02| 2.926300e-02| 1.776700e-02| 2.1202439e+02
 1.1892885e-05| 4.5154377e+01|-7.909600e-02|-1.078400e-01| 1.5911068e+02| 1.3849077e-05| 8.5313032e+01| 5.794900e-02|-2.290100e-02| 2.9531955e+02| 1.9044081e-05| 1.3018445e+02|-1.691600e-02|-3.261000e-03| 2.1202372e+02
 8.8622223e-06| 4.5154022e+01|-1.384280e-01|-1.269090e-01| 1.5910981e+02| 1.3421505e-05| 8.5314731e+01| 2.081100e-02|-7.044600e-02| 2.9532132e+02| 1.4455160e-05| 1.3018427e+02|-3.294200e-02|-5.154900e-02| 2.1202417e+02
 9.9803774e-06| 4.5153987e+01|-1.372410e-01|-1.013740e-01| 1.5911032e+02| 1.3022991e-05| 8.5313702e+01| 5.348500e-02| 6.672000e-03| 2.9532109e+02| 1.8272708e-05| 1.3018470e+02|-3.206000e-02| 1.610000e-02| 2.1202271e+02
 9.1616252e-06| 4.5154195e+01|-9.172100e-02|-1.874110e-01| 1.5911049e+02| 1.1947052e-05| 8.5314547e+01| 8.030300e-02|-3.936600e-02| 2.9531765e+02| 1.4849956e-05| 1.3018453e+02| 2.999700e-02|-5.451300e-02| 2.1202251e+02
 1.3824719e-05| 4.5154357e+01|-6.260600e-02|-1.353830e-01| 1.5911114e+02| 1.3237708e-05| 8.5313119e+01| 6.278600e-02| 3.316100e-02| 2.9532123e+02| 2.0070880e-05| 1.3018446e+02| 6.911000e-03| 5.205900e-02| 2.1202427e+02
 1.7548721e-05| 4.5154454e+01|-7.097400e-02|-1.406380e-01| 1.5911008e+02| 1.2702074e-05| 8.5314479e+01| 5.877300e-02| 2.875000e-02| 2.9532074e+02| 1.6878361e-05| 1.3018507e+02|-1.810900e-02| 3.991900e-02| 2.1202327e+02
 1.5275042e-05| 4.5154366e+01|-1.119110e-01|-1.369750e-01| 1.5911035e+02| 1.1074021e-05| 8.5316073e+01| 3.445800e-02| 4.545100e-02| 2.9531910e+02| 1.1995987e-05| 1.3018534e+02|-5.289800e-02| 1.270400e-02| 2.1202305e+02
 5.0697864e-06| 4.5153942e+01|-1.448910e-01|-7.217700e-02| 1.5910989e+02| 1.5182076e-05| 8.5311062e+01|-7.501800e-02| 4.783100e-02| 2.9531985e+02| 2.4478923e-05| 1.3018428e+02|-8.354600e-02| 4.997500e-02| 2.1202410e+02
 5.3401549e-06| 4.5153961e+01|-1.537680e-01|-1.473390e-01| 1.5911094e+02| 1.1572136e-05| 8.5313754e+01|-3.144600e-02| 8.373600e-02| 2.9531852e+02| 1.4516056e-05| 1.3018408e+02|-6.570200e-02| 6.414800e-02| 2.1202356e+02
 5.1784065e-06| 4.5153987e+01|-1.470550e-01|-2.006240e-01| 1.5911124e+02| 9.7447170e-06| 8.5313388e+01|-2.731600e-02| 5.094800e-02| 2.9532015e+02| 1.4882042e-05| 1.3018363e+02|-7.604800e-02| 1.233700e-02| 2.1202386e+02
 1.1599326e-05| 4.5154393e+01|-6.629200e-02|-1.675320e-01| 1.5911013e+02| 1.2570210e-05| 8.5311927e+01|-4.912000e-03|-1.082630e-01| 2.9532186e+02| 2.0943421e-05| 1.3018458e+02|-3.850700e-02|-9.307700e-02| 2.1202356e+02
 2.1251582e-06| 4.5154027e+01|-9.169500e-02|-1.708360e-01| 1.5911039e+02| 1.3439525e-05| 8.5312168e+01| 8.459300e-02|-1.270930e-01| 2.9532325e+02| 1.6379063e-05| 1.3018317e+02| 5.682700e-02|-1.145550e-01| 2.1202302e+02
 5.9276076e-06| 4.5153709e+01|-1.288950e-01|-1.505490e-01| 1.5911161e+02| 1.1463843e-05| 8.5311849e+01| 1.136680e-01|-2.080400e-02| 2.9532511e+02| 2.1012951e-05| 1.3018344e+02| 7.912600e-02|-2.628700e-02| 2.1202313e+02
